Year,LocationAbbr,LocationDesc,Class,Topic,Question,Data_Value,Sample_Size,Total,Age(years),Education,Gender,Income,Race/Ethnicity,TopicID,QuestionID,StratificationCategory1,Stratification1
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.5,"1,968",,,,Male,,,PA1,Q045,Gender,Male
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.8,671,,,,,"$15,000 - $24,999",,PA1,Q045,Income,"$15,000 - $24,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.4,431,,,,,"$25,000 - $34,999",,PA1,Q045,Income,"$25,000 - $34,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.3,520,,,,,"$35,000 - $49,999",,PA1,Q045,Income,"$35,000 - $49,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),31.7,586,,,,,"$50,000 - $74,999",,PA1,Q045,Income,"$50,000 - $74,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.9,"1,072",,,,,"$75,000 or greater",,PA1,Q045,Income,"$75,000 or greater"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.7,711,,,,,Data not reported,,PA1,Q045,Income,Data not reported
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),27.1,389,,,,,"Less than $15,000",,PA1,Q045,Income,"Less than $15,000"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.5,63,,,,,,2 or more races,PA1,Q045,Race/Ethnicity,2 or more races
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),26.9,133,,,,,,American Indian/Alaska Native,PA1,Q045,Race/Ethnicity,American Indian/Alaska Native
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),12.8,304,,,,,,Hispanic,PA1,Q045,Race/Ethnicity,Hispanic
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.8,825,,,,,,Non-Hispanic Black,PA1,Q045,Race/Ethnicity,Non-Hispanic Black
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.3,"2,916",,,,,,Non-Hispanic White,PA1,Q045,Race/Ethnicity,Non-Hispanic White
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.1,"4,380",Total,,,,,,PA1,Q045,Total,Total
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,52.8,340,,18 - 24,,,,,PA1,Q046,Age (years),18 - 24
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.2,576,,25 - 34,,,,,PA1,Q046,Age (years),25 - 34
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,30.1,593,,35 - 44,,,,,PA1,Q046,Age (years),35 - 44
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,22.6,793,,45 - 54,,,,,PA1,Q046,Age (years),45 - 54
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,21.9,886,,55 - 64,,,,,PA1,Q046,Age (years),55 - 64
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,20.3,"1,374",,65 or older,,,,,PA1,Q046,Age (years),65 or older
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36.6,"1,669",,,College graduate,,,,PA1,Q046,Education,College graduate
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,27.9,"1,139",,,High school graduate,,,,PA1,Q046,Education,High school graduate
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,19.5,461,,,Less than high school,,,,PA1,Q046,Education,Less than high school
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29,"1,283",,,Some college or technical school,,,,PA1,Q046,Education,Some college or technical school
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,23.9,"2,535",,,,Female,,,PA1,Q046,Gender,Female
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.3,"2,025",,,,Male,,,PA1,Q046,Gender,Male
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.8,691,,,,,"$15,000 - $24,999",,PA1,Q046,Income,"$15,000 - $24,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.1,452,,,,,"$25,000 - $34,999",,PA1,Q046,Income,"$25,000 - $34,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,37.1,538,,,,,"$35,000 - $49,999",,PA1,Q046,Income,"$35,000 - $49,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.3,601,,,,,"$50,000 - $74,999",,PA1,Q046,Income,"$50,000 - $74,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,34,"1,098",,,,,"$75,000 or greater",,PA1,Q046,Income,"$75,000 or greater"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,24.8,774,,,,,Data not reported,,PA1,Q046,Income,Data not reported
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,22.7,408,,,,,"Less than $15,000",,PA1,Q046,Income,"Less than $15,000"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36,65,,,,,,2 or more races,PA1,Q046,Race/Ethnicity,2 or more races
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.1,141,,,,,,American Indian/Alaska Native,PA1,Q046,Race/Ethnicity,American Indian/Alaska Native
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.4,309,,,,,,Hispanic,PA1,Q046,Race/Ethnicity,Hispanic
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,31.5,879,,,,,,Non-Hispanic Black,PA1,Q046,Race/Ethnicity,Non-Hispanic Black
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.9,"3,018",,,,,,Non-Hispanic White,PA1,Q046,Race/Ethnicity,Non-Hispanic White
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,29.4,"4,562",Total,,,,,,PA1,Q046,Total,Total
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,15.1,343,,18 - 24,,,,,PA1,Q047,Age (years),18 - 24
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20.1,585,,25 - 34,,,,,PA1,Q047,Age (years),25 - 34
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.2,602,,35 - 44,,,,,PA1,Q047,Age (years),35 - 44
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27,795,,45 - 54,,,,,PA1,Q047,Age (years),45 - 54
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,26.7,896,,55 - 64,,,,,PA1,Q047,Age (years),55 - 64
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,34.3,"1,390",,65 or older,,,,,PA1,Q047,Age (years),65 or older
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,14.6,"1,678",,,College graduate,,,,PA1,Q047,Education,College graduate
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,30.2,"1,159",,,High school graduate,,,,PA1,Q047,Education,High school graduate
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,41.1,468,,,Less than high school,,,,PA1,Q047,Education,Less than high school
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,24,"1,296",,,Some college or technical school,,,,PA1,Q047,Education,Some college or technical school
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.9,"2,561",,,,Female,,,PA1,Q047,Gender,Female
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.1,"2,048",,,,Male,,,PA1,Q047,Gender,Male
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,34,701,,,,,"$15,000 - $24,999",,PA1,Q047,Income,"$15,000 - $24,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,27.1,460,,,,,"$25,000 - $34,999",,PA1,Q047,Income,"$25,000 - $34,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,22.3,540,,,,,"$35,000 - $49,999",,PA1,Q047,Income,"$35,000 - $49,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,20,607,,,,,"$50,000 - $74,999",,PA1,Q047,Income,"$50,000 - $74,999"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,15.7,"1,105",,,,,"$75,000 or greater",,PA1,Q047,Income,"$75,000 or greater"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,33.2,782,,,,,Data not reported,,PA1,Q047,Income,Data not reported
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,36.1,416,,,,,"Less than $15,000",,PA1,Q047,Income,"Less than $15,000"
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,17.1,66,,,,,,2 or more races,PA1,Q047,Race/Ethnicity,2 or more races
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.4,142,,,,,,American Indian/Alaska Native,PA1,Q047,Race/Ethnicity,American Indian/Alaska Native
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,34,315,,,,,,Hispanic,PA1,Q047,Race/Ethnicity,Hispanic
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,31.3,889,,,,,,Non-Hispanic Black,PA1,Q047,Race/Ethnicity,Non-Hispanic Black
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,23.3,"3,046",,,,,,Non-Hispanic White,PA1,Q047,Race/Ethnicity,Non-Hispanic White
2017,NC,North Carolina,Physical Activity,Physical Activity - Behavior,Percent of adults who engage in no leisure-time physical activity,25.6,"4,611",Total,,,,,,PA1,Q047,Total,Total
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.2,338,,18 - 24,,,,,FV1,Q018,Age (years),18 - 24
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,33.5,578,,25 - 34,,,,,FV1,Q018,Age (years),25 - 34
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.4,598,,35 - 44,,,,,FV1,Q018,Age (years),35 - 44
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,42.7,785,,45 - 54,,,,,FV1,Q018,Age (years),45 - 54
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,35.8,876,,55 - 64,,,,,FV1,Q018,Age (years),55 - 64
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.4,"1,321",,65 or older,,,,,FV1,Q018,Age (years),65 or older
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,30.9,"1,669",,,College graduate,,,,FV1,Q018,Education,College graduate
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,42.6,"1,121",,,High school graduate,,,,FV1,Q018,Education,High school graduate
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41,436,,,Less than high school,,,,FV1,Q018,Education,Less than high school
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.8,"1,261",,,Some college or technical school,,,,FV1,Q018,Education,Some college or technical school
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,35.4,"2,499",,,,Female,,,FV1,Q018,Gender,Female
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.5,"1,995",,,,Male,,,FV1,Q018,Gender,Male
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,41,695,,,,,"$15,000 - $24,999",,FV1,Q018,Income,"$15,000 - $24,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.2,443,,,,,"$25,000 - $34,999",,FV1,Q018,Income,"$25,000 - $34,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,40.9,532,,,,,"$35,000 - $49,999",,FV1,Q018,Income,"$35,000 - $49,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,33.4,603,,,,,"$50,000 - $74,999",,FV1,Q018,Income,"$50,000 - $74,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,34,"1,103",,,,,"$75,000 or greater",,FV1,Q018,Income,"$75,000 or greater"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,39.8,739,,,,,Data not reported,,FV1,Q018,Income,Data not reported
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,38.6,381,,,,,"Less than $15,000",,FV1,Q018,Income,"Less than $15,000"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.2,65,,,,,,2 or more races,FV1,Q018,Race/Ethnicity,2 or more races
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,50.8,137,,,,,,American Indian/Alaska Native,FV1,Q018,Race/Ethnicity,American Indian/Alaska Native
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,28.7,312,,,,,,Hispanic,FV1,Q018,Race/Ethnicity,Hispanic
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,42.6,850,,,,,,Non-Hispanic Black,FV1,Q018,Race/Ethnicity,Non-Hispanic Black
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,36.6,"2,987",,,,,,Non-Hispanic White,FV1,Q018,Race/Ethnicity,Non-Hispanic White
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming fruit less than one time daily,37.4,"4,496",Total,,,,,,FV1,Q018,Total,Total
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,22.7,322,,18 - 24,,,,,FV1,Q019,Age (years),18 - 24
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.1,577,,25 - 34,,,,,FV1,Q019,Age (years),25 - 34
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.9,588,,35 - 44,,,,,FV1,Q019,Age (years),35 - 44
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,16.9,769,,45 - 54,,,,,FV1,Q019,Age (years),45 - 54
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.1,865,,55 - 64,,,,,FV1,Q019,Age (years),55 - 64
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.9,"1,259",,65 or older,,,,,FV1,Q019,Age (years),65 or older
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,7.5,"1,653",,,College graduate,,,,FV1,Q019,Education,College graduate
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,20.6,"1,079",,,High school graduate,,,,FV1,Q019,Education,High school graduate
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,31.2,405,,,Less than high school,,,,FV1,Q019,Education,Less than high school
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,12.3,"1,234",,,Some college or technical school,,,,FV1,Q019,Education,Some college or technical school
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.1,"2,429",,,,Female,,,FV1,Q019,Gender,Female
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18.3,"1,949",,,,Male,,,FV1,Q019,Gender,Male
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26,676,,,,,"$15,000 - $24,999",,FV1,Q019,Income,"$15,000 - $24,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,14.7,432,,,,,"$25,000 - $34,999",,FV1,Q019,Income,"$25,000 - $34,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,13.2,525,,,,,"$35,000 - $49,999",,FV1,Q019,Income,"$35,000 - $49,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,10.2,585,,,,,"$50,000 - $74,999",,FV1,Q019,Income,"$50,000 - $74,999"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,7.1,"1,096",,,,,"$75,000 or greater",,FV1,Q019,Income,"$75,000 or greater"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21,686,,,,,Data not reported,,FV1,Q019,Income,Data not reported
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26,380,,,,,"Less than $15,000",,FV1,Q019,Income,"Less than $15,000"
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,18,62,,,,,,2 or more races,FV1,Q019,Race/Ethnicity,2 or more races
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,26.8,128,,,,,,American Indian/Alaska Native,FV1,Q019,Race/Ethnicity,American Indian/Alaska Native
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,37.2,302,,,,,,Hispanic,FV1,Q019,Race/Ethnicity,Hispanic
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,21,819,,,,,,Non-Hispanic Black,FV1,Q019,Race/Ethnicity,Non-Hispanic Black
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,11.3,"2,923",,,,,,Non-Hispanic White,FV1,Q019,Race/Ethnicity,Non-Hispanic White
2017,NC,North Carolina,Fruits and Vegetables,Fruits and Vegetables - Behavior,Percent of adults who report consuming vegetables less than one time daily,15.6,"4,380",Total,,,,,,FV1,Q019,Total,Total
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,24.4,341,,18 - 24,,,,,OWS1,Q037,Age (years),18 - 24
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.2,549,,25 - 34,,,,,OWS1,Q037,Age (years),25 - 34
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.1,565,,35 - 44,,,,,OWS1,Q037,Age (years),35 - 44
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.2,730,,45 - 54,,,,,OWS1,Q037,Age (years),45 - 54
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.4,771,,55 - 64,,,,,OWS1,Q037,Age (years),55 - 64
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,40.6,"1,338",,65 or older,,,,,OWS1,Q037,Age (years),65 or older
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,38.7,"1,546",,,College graduate,,,,OWS1,Q037,Education,College graduate
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34,"1,073",,,High school graduate,,,,OWS1,Q037,Education,High school graduate
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,35.5,433,,,Less than high school,,,,OWS1,Q037,Education,Less than high school
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,32.8,"1,235",,,Some college or technical school,,,,OWS1,Q037,Education,Some college or technical school
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,30.6,"2,216",,,,Female,,,OWS1,Q037,Gender,Female
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.5,"2,072",,,,Male,,,OWS1,Q037,Gender,Male
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.2,641,,,,,"$15,000 - $24,999",,OWS1,Q037,Income,"$15,000 - $24,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,31,402,,,,,"$25,000 - $34,999",,OWS1,Q037,Income,"$25,000 - $34,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,39.7,513,,,,,"$35,000 - $49,999",,OWS1,Q037,Income,"$35,000 - $49,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,34.8,600,,,,,"$50,000 - $74,999",,OWS1,Q037,Income,"$50,000 - $74,999"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.3,"1,061",,,,,"$75,000 or greater",,OWS1,Q037,Income,"$75,000 or greater"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,36.4,723,,,,,Data not reported,,OWS1,Q037,Income,Data not reported
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,27.3,354,,,,,"Less than $15,000",,OWS1,Q037,Income,"Less than $15,000"
2018,NC,North Carolina,Obesity / Weight Status,Obesity / Weight Status,Percent of adults aged 18 years and older who have an overweight classification,22.3,66,,,,,,2 or more races,OWS1,Q037,Race/Ethnicity,2 or more races
